Salary_men,Salary_woman,Age_men,Age_woman,Years_exp_men,Years_exp_woman
105000.0,55000.0,30.0,25.0,5.0,1.0
110000.0,185000.0,33.0,43.0,6.0,13.0
210000.0,140000.0,55.0,35.0,18.0,8.0
55000.0,90000.0,26.0,29.0,1.0,3.0
190000.0,160000.0,47.0,40.0,16.0,12.0
165000.0,145000.0,44.0,35.0,11.0,8.0
105000.0,185000.0,30.0,41.0,5.0,13.0
160000.0,105000.0,39.0,30.0,11.0,5.0
110000.0,110000.0,32.0,33.0,6.0,6.0
195000.0,210000.0,50.0,55.0,17.0,18.0
85000.0,55000.0,27.0,26.0,3.0,1.0
180000.0,190000.0,46.0,47.0,14.0,16.0
55000.0,165000.0,25.0,44.0,1.0,11.0
185000.0,105000.0,43.0,30.0,13.0,5.0
140000.0,160000.0,35.0,39.0,8.0,11.0
90000.0,110000.0,29.0,32.0,3.0,6.0
160000.0,195000.0,40.0,50.0,12.0,17.0
145000.0,85000.0,35.0,27.0,8.0,3.0
185000.0,180000.0,41.0,46.0,13.0,14.0
105000.0,55000.0,30.0,25.0,5.0,1.0
110000.0,185000.0,33.0,43.0,6.0,13.0
210000.0,140000.0,55.0,35.0,18.0,8.0
55000.0,90000.0,26.0,29.0,1.0,3.0
190000.0,160000.0,47.0,40.0,16.0,12.0
165000.0,145000.0,44.0,35.0,11.0,8.0
105000.0,185000.0,30.0,41.0,5.0,13.0
160000.0,105000.0,39.0,30.0,11.0,5.0
110000.0,110000.0,32.0,33.0,6.0,6.0
195000.0,210000.0,50.0,55.0,17.0,18.0
85000.0,55000.0,27.0,26.0,3.0,1.0
180000.0,190000.0,46.0,47.0,14.0,16.0
55000.0,165000.0,25.0,44.0,1.0,11.0
185000.0,105000.0,43.0,30.0,13.0,5.0
140000.0,160000.0,35.0,39.0,8.0,11.0
90000.0,110000.0,29.0,32.0,3.0,6.0
160000.0,195000.0,40.0,50.0,12.0,17.0
145000.0,85000.0,35.0,27.0,8.0,3.0
185000.0,180000.0,41.0,46.0,13.0,14.0
105000.0,55000.0,30.0,25.0,5.0,1.0
110000.0,185000.0,33.0,43.0,6.0,13.0
210000.0,140000.0,55.0,35.0,18.0,8.0
55000.0,90000.0,26.0,29.0,1.0,3.0
190000.0,160000.0,47.0,40.0,16.0,12.0
165000.0,145000.0,44.0,35.0,11.0,8.0
105000.0,185000.0,30.0,41.0,5.0,13.0
160000.0,105000.0,39.0,30.0,11.0,5.0
110000.0,110000.0,32.0,33.0,6.0,6.0
195000.0,210000.0,50.0,55.0,17.0,18.0
85000.0,55000.0,27.0,26.0,3.0,1.0
180000.0,190000.0,46.0,47.0,14.0,16.0
55000.0,165000.0,25.0,44.0,1.0,11.0
185000.0,105000.0,43.0,30.0,13.0,5.0
140000.0,160000.0,35.0,39.0,8.0,11.0
90000.0,110000.0,29.0,32.0,3.0,6.0
160000.0,195000.0,40.0,50.0,12.0,17.0
145000.0,85000.0,35.0,27.0,8.0,3.0
185000.0,180000.0,41.0,46.0,13.0,14.0
105000.0,55000.0,30.0,25.0,5.0,1.0
110000.0,185000.0,33.0,43.0,6.0,13.0
210000.0,140000.0,55.0,35.0,18.0,8.0
55000.0,90000.0,26.0,29.0,1.0,3.0
190000.0,160000.0,47.0,40.0,16.0,12.0
165000.0,145000.0,44.0,35.0,11.0,8.0
105000.0,185000.0,30.0,41.0,5.0,13.0
160000.0,105000.0,39.0,30.0,11.0,5.0
110000.0,110000.0,32.0,33.0,6.0,6.0
195000.0,210000.0,50.0,55.0,17.0,18.0
85000.0,115000.0,27.0,31.0,3.0,6.0
180000.0,170000.0,46.0,42.0,14.0,13.0
55000.0,80000.0,25.0,27.0,1.0,3.0
185000.0,200000.0,43.0,51.0,13.0,19.0
140000.0,130000.0,35.0,34.0,8.0,7.0
90000.0,155000.0,29.0,38.0,3.0,11.0
160000.0,105000.0,40.0,29.0,12.0,5.0
145000.0,190000.0,35.0,43.0,8.0,14.0
185000.0,140000.0,41.0,36.0,13.0,8.0
105000.0,185000.0,30.0,48.0,5.0,16.0
110000.0,145000.0,33.0,35.0,6.0,8.0
210000.0,90000.0,55.0,30.0,18.0,4.0
115000.0,195000.0,31.0,50.0,6.0,18.0
170000.0,95000.0,42.0,29.0,13.0,4.0
80000.0,170000.0,27.0,41.0,3.0,13.0
200000.0,115000.0,51.0,33.0,19.0,6.0
130000.0,185000.0,34.0,45.0,7.0,16.0
155000.0,65000.0,38.0,28.0,11.0,2.0
105000.0,160000.0,29.0,39.0,5.0,12.0
190000.0,100000.0,43.0,30.0,14.0,5.0
140000.0,180000.0,36.0,46.0,8.0,15.0
185000.0,55000.0,48.0,25.0,16.0,1.0
145000.0,190000.0,35.0,42.0,8.0,14.0
90000.0,115000.0,30.0,31.0,4.0,6.0
195000.0,195000.0,50.0,49.0,18.0,17.0
95000.0,150000.0,29.0,36.0,4.0,9.0
170000.0,115000.0,41.0,33.0,13.0,6.0
115000.0,185000.0,33.0,45.0,6.0,16.0
185000.0,65000.0,45.0,28.0,16.0,2.0
65000.0,160000.0,28.0,39.0,2.0,12.0
160000.0,100000.0,39.0,30.0,12.0,5.0
100000.0,180000.0,30.0,46.0,5.0,15.0
180000.0,55000.0,46.0,25.0,15.0,1.0
55000.0,190000.0,25.0,42.0,1.0,14.0
190000.0,115000.0,42.0,31.0,14.0,6.0
115000.0,195000.0,31.0,49.0,6.0,17.0
195000.0,150000.0,49.0,36.0,17.0,9.0
150000.0,115000.0,36.0,33.0,9.0,6.0
115000.0,185000.0,33.0,45.0,6.0,16.0
185000.0,65000.0,45.0,28.0,16.0,2.0
65000.0,160000.0,28.0,39.0,2.0,12.0
160000.0,100000.0,39.0,30.0,12.0,5.0
100000.0,180000.0,30.0,46.0,5.0,15.0
180000.0,55000.0,46.0,25.0,15.0,1.0
55000.0,190000.0,25.0,42.0,1.0,14.0
190000.0,115000.0,42.0,31.0,14.0,6.0
115000.0,195000.0,31.0,49.0,6.0,17.0
195000.0,150000.0,49.0,36.0,17.0,9.0
150000.0,115000.0,36.0,33.0,9.0,6.0
115000.0,185000.0,33.0,45.0,6.0,16.0
185000.0,65000.0,45.0,28.0,16.0,2.0
65000.0,160000.0,28.0,39.0,2.0,12.0
160000.0,100000.0,39.0,30.0,12.0,5.0
100000.0,180000.0,30.0,46.0,5.0,15.0
180000.0,55000.0,46.0,25.0,15.0,1.0
55000.0,190000.0,25.0,42.0,1.0,14.0
190000.0,115000.0,42.0,31.0,14.0,6.0
115000.0,195000.0,31.0,49.0,6.0,17.0
195000.0,150000.0,49.0,36.0,17.0,9.0
150000.0,115000.0,36.0,33.0,9.0,6.0
115000.0,185000.0,33.0,45.0,6.0,16.0
185000.0,65000.0,45.0,28.0,16.0,2.0
65000.0,160000.0,28.0,39.0,2.0,12.0
160000.0,100000.0,39.0,30.0,12.0,5.0
100000.0,180000.0,30.0,46.0,5.0,15.0
180000.0,55000.0,46.0,25.0,15.0,1.0
55000.0,190000.0,25.0,42.0,1.0,14.0
190000.0,115000.0,42.0,31.0,14.0,6.0
115000.0,195000.0,31.0,49.0,6.0,17.0
195000.0,150000.0,49.0,36.0,17.0,9.0
150000.0,115000.0,36.0,33.0,9.0,6.0
115000.0,185000.0,33.0,45.0,6.0,16.0
185000.0,65000.0,45.0,28.0,16.0,2.0
65000.0,160000.0,28.0,39.0,2.0,12.0
160000.0,100000.0,39.0,30.0,12.0,5.0
100000.0,180000.0,30.0,46.0,5.0,15.0
180000.0,55000.0,46.0,25.0,15.0,1.0
55000.0,190000.0,25.0,42.0,1.0,14.0
190000.0,115000.0,42.0,31.0,14.0,6.0
115000.0,195000.0,31.0,49.0,6.0,17.0
195000.0,150000.0,49.0,36.0,17.0,9.0
150000.0,115000.0,36.0,33.0,9.0,6.0
115000.0,185000.0,33.0,45.0,6.0,16.0
185000.0,65000.0,45.0,28.0,16.0,2.0
65000.0,160000.0,28.0,39.0,2.0,12.0
160000.0,100000.0,39.0,30.0,12.0,5.0
100000.0,180000.0,30.0,46.0,5.0,15.0
180000.0,55000.0,46.0,25.0,15.0,1.0
55000.0,190000.0,25.0,42.0,1.0,14.0
190000.0,115000.0,42.0,31.0,14.0,6.0
115000.0,195000.0,31.0,49.0,6.0,17.0
195000.0,150000.0,49.0,36.0,17.0,9.0
150000.0,115000.0,36.0,33.0,9.0,6.0
115000.0,185000.0,33.0,45.0,6.0,16.0
185000.0,65000.0,45.0,28.0,16.0,2.0
65000.0,160000.0,28.0,39.0,2.0,12.0
160000.0,100000.0,39.0,30.0,12.0,5.0
100000.0,180000.0,30.0,46.0,5.0,15.0
180000.0,55000.0,46.0,25.0,15.0,1.0
55000.0,190000.0,25.0,42.0,1.0,14.0
190000.0,115000.0,42.0,31.0,14.0,6.0
115000.0,195000.0,31.0,49.0,6.0,17.0
195000.0,150000.0,49.0,36.0,17.0,9.0
150000.0,115000.0,36.0,33.0,9.0,6.0
115000.0,185000.0,33.0,45.0,6.0,16.0
185000.0,65000.0,45.0,28.0,16.0,2.0
65000.0,160000.0,28.0,39.0,2.0,12.0
160000.0,100000.0,39.0,30.0,12.0,5.0
100000.0,180000.0,30.0,46.0,5.0,15.0
180000.0,55000.0,46.0,25.0,15.0,1.0
55000.0,190000.0,25.0,42.0,1.0,14.0
190000.0,115000.0,42.0,31.0,14.0,6.0
115000.0,195000.0,31.0,49.0,6.0,17.0
195000.0,150000.0,49.0,36.0,17.0,9.0
150000.0,115000.0,36.0,33.0,9.0,6.0
115000.0,185000.0,33.0,45.0,6.0,16.0
185000.0,65000.0,45.0,28.0,16.0,2.0
65000.0,160000.0,28.0,39.0,2.0,12.0
160000.0,100000.0,39.0,30.0,12.0,5.0
100000.0,180000.0,30.0,46.0,5.0,15.0
180000.0,550.0,46.0,25.0,15.0,1.0
55000.0,90000.0,25.0,29.0,1.0,4.0
190000.0,160000.0,42.0,40.0,14.0,12.0
115000.0,80000.0,31.0,27.0,6.0,3.0
195000.0,195000.0,49.0,50.0,17.0,18.0
150000.0,115000.0,36.0,33.0,9.0,6.0
115000.0,150000.0,33.0,37.0,6.0,10.0
185000.0,65000.0,45.0,28.0,16.0,2.0
65000.0,190000.0,28.0,44.0,2.0,14.0
160000.0,140000.0,39.0,35.0,12.0,8.0
100000.0,185000.0,30.0,47.0,5.0,16.0
180000.0,130000.0,46.0,34.0,15.0,7.0
550.0,105000.0,25.0,31.0,1.0,5.0
90000.0,200000.0,29.0,51.0,4.0,19.0
160000.0,100000.0,40.0,30.0,12.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,50.0,33.0,18.0,6.0
115000.0,185000.0,33.0,45.0,6.0,16.0
150000.0,90000.0,37.0,29.0,10.0,4.0
65000.0,160000.0,28.0,39.0,2.0,12.0
190000.0,80000.0,44.0,27.0,14.0,3.0
140000.0,195000.0,35.0,49.0,8.0,17.0
185000.0,115000.0,47.0,32.0,16.0,6.0
130000.0,135000.0,34.0,36.0,7.0,8.0
105000.0,65000.0,31.0,27.0,5.0,2.0
200000.0,190000.0,51.0,43.0,19.0,14.0
100000.0,140000.0,30.0,34.0,5.0,8.0
170000.0,185000.0,42.0,46.0,13.0,16.0
115000.0,130000.0,33.0,33.0,6.0,7.0
185000.0,105000.0,45.0,30.0,16.0,5.0
90000.0,200000.0,29.0,50.0,4.0,19.0
160000.0,100000.0,39.0,30.0,12.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,49.0,33.0,17.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,160000.0,27.0,39.0,2.0,12.0
190000.0,80000.0,43.0,27.0,14.0,3.0
140000.0,195000.0,34.0,49.0,8.0,17.0
185000.0,115000.0,46.0,32.0,16.0,6.0
130000.0,135000.0,33.0,36.0,7.0,8.0
105000.0,65000.0,30.0,27.0,5.0,2.0
200000.0,190000.0,50.0,43.0,19.0,14.0
100000.0,140000.0,30.0,34.0,5.0,8.0
170000.0,185000.0,42.0,46.0,13.0,16.0
115000.0,130000.0,33.0,33.0,6.0,7.0
185000.0,105000.0,45.0,30.0,16.0,5.0
90000.0,200000.0,29.0,50.0,4.0,19.0
160000.0,100000.0,39.0,30.0,12.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,49.0,33.0,17.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,160000.0,27.0,39.0,2.0,12.0
190000.0,80000.0,43.0,27.0,14.0,3.0
140000.0,195000.0,34.0,49.0,8.0,17.0
185000.0,115000.0,46.0,32.0,16.0,6.0
130000.0,135000.0,33.0,36.0,7.0,8.0
105000.0,65000.0,30.0,27.0,5.0,2.0
200000.0,190000.0,50.0,43.0,19.0,14.0
100000.0,140000.0,30.0,34.0,5.0,8.0
170000.0,185000.0,42.0,46.0,13.0,16.0
115000.0,130000.0,33.0,33.0,6.0,7.0
185000.0,105000.0,45.0,30.0,16.0,5.0
90000.0,200000.0,29.0,50.0,4.0,19.0
160000.0,100000.0,39.0,30.0,12.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,49.0,33.0,17.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,160000.0,27.0,39.0,2.0,12.0
190000.0,80000.0,43.0,27.0,14.0,3.0
140000.0,195000.0,34.0,49.0,8.0,17.0
185000.0,115000.0,46.0,32.0,16.0,6.0
130000.0,135000.0,33.0,36.0,7.0,8.0
105000.0,65000.0,30.0,27.0,5.0,2.0
200000.0,190000.0,50.0,43.0,19.0,14.0
100000.0,140000.0,30.0,34.0,5.0,8.0
170000.0,185000.0,42.0,46.0,13.0,16.0
115000.0,130000.0,33.0,33.0,6.0,7.0
185000.0,105000.0,45.0,30.0,16.0,5.0
90000.0,200000.0,29.0,50.0,4.0,19.0
160000.0,100000.0,39.0,30.0,12.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,49.0,33.0,17.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,160000.0,27.0,39.0,2.0,12.0
190000.0,80000.0,43.0,27.0,14.0,3.0
140000.0,195000.0,34.0,49.0,8.0,17.0
185000.0,115000.0,46.0,32.0,16.0,6.0
130000.0,135000.0,33.0,36.0,7.0,8.0
105000.0,65000.0,30.0,27.0,5.0,2.0
200000.0,190000.0,50.0,43.0,19.0,14.0
100000.0,140000.0,30.0,34.0,5.0,8.0
170000.0,185000.0,42.0,46.0,13.0,16.0
115000.0,130000.0,33.0,33.0,6.0,7.0
185000.0,105000.0,45.0,30.0,16.0,5.0
90000.0,200000.0,29.0,50.0,4.0,19.0
160000.0,100000.0,39.0,30.0,12.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,49.0,33.0,17.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,160000.0,27.0,39.0,2.0,12.0
190000.0,80000.0,43.0,27.0,14.0,3.0
140000.0,195000.0,34.0,49.0,8.0,17.0
185000.0,115000.0,46.0,32.0,16.0,6.0
130000.0,135000.0,33.0,36.0,7.0,8.0
105000.0,65000.0,30.0,27.0,5.0,2.0
200000.0,190000.0,50.0,43.0,19.0,14.0
100000.0,140000.0,30.0,34.0,5.0,8.0
170000.0,185000.0,42.0,46.0,13.0,16.0
115000.0,130000.0,33.0,33.0,6.0,7.0
185000.0,105000.0,45.0,30.0,16.0,5.0
90000.0,200000.0,29.0,50.0,4.0,19.0
160000.0,100000.0,39.0,30.0,12.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,49.0,33.0,17.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,100000.0,27.0,27.0,2.0,7.0
190000.0,110000.0,43.0,31.0,14.0,6.0
140000.0,150000.0,34.0,37.0,8.0,10.0
185000.0,80000.0,46.0,27.0,16.0,3.0
130000.0,195000.0,33.0,50.0,7.0,18.0
105000.0,115000.0,30.0,32.0,5.0,6.0
200000.0,135000.0,50.0,36.0,19.0,8.0
100000.0,65000.0,30.0,27.0,5.0,2.0
170000.0,190000.0,42.0,43.0,13.0,14.0
115000.0,140000.0,33.0,34.0,6.0,8.0
185000.0,185000.0,45.0,46.0,16.0,16.0
90000.0,130000.0,29.0,33.0,4.0,7.0
100000.0,105000.0,27.0,30.0,7.0,5.0
110000.0,200000.0,31.0,50.0,6.0,19.0
150000.0,100000.0,37.0,30.0,10.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,50.0,33.0,18.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,160000.0,27.0,39.0,2.0,12.0
190000.0,80000.0,43.0,27.0,14.0,3.0
140000.0,195000.0,34.0,49.0,8.0,17.0
185000.0,115000.0,46.0,32.0,16.0,6.0
130000.0,135000.0,33.0,36.0,7.0,8.0
105000.0,65000.0,30.0,27.0,5.0,2.0
200000.0,190000.0,50.0,43.0,19.0,14.0
100000.0,140000.0,30.0,34.0,5.0,8.0
170000.0,185000.0,42.0,46.0,13.0,16.0
115000.0,130000.0,33.0,33.0,6.0,7.0
185000.0,105000.0,45.0,30.0,16.0,5.0
90000.0,200000.0,29.0,50.0,4.0,19.0
160000.0,100000.0,39.0,30.0,12.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,49.0,33.0,17.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,160000.0,27.0,39.0,2.0,12.0
190000.0,80000.0,43.0,27.0,14.0,3.0
140000.0,195000.0,34.0,49.0,8.0,17.0
185000.0,115000.0,46.0,32.0,16.0,6.0
130000.0,135000.0,33.0,36.0,7.0,8.0
105000.0,65000.0,30.0,27.0,5.0,2.0
200000.0,190000.0,50.0,43.0,19.0,14.0
100000.0,140000.0,30.0,34.0,5.0,8.0
170000.0,185000.0,42.0,46.0,13.0,16.0
115000.0,130000.0,33.0,33.0,6.0,7.0
185000.0,105000.0,45.0,30.0,16.0,5.0
90000.0,200000.0,29.0,50.0,4.0,19.0
160000.0,100000.0,39.0,30.0,12.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,49.0,33.0,17.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,160000.0,27.0,39.0,2.0,12.0
190000.0,80000.0,43.0,27.0,14.0,3.0
140000.0,195000.0,34.0,49.0,8.0,17.0
185000.0,115000.0,46.0,32.0,16.0,6.0
130000.0,135000.0,33.0,36.0,7.0,8.0
105000.0,65000.0,30.0,27.0,5.0,2.0
200000.0,190000.0,50.0,43.0,19.0,14.0
100000.0,140000.0,30.0,34.0,5.0,8.0
170000.0,185000.0,42.0,46.0,13.0,16.0
115000.0,130000.0,33.0,33.0,6.0,7.0
185000.0,105000.0,45.0,30.0,16.0,5.0
90000.0,200000.0,29.0,50.0,4.0,19.0
160000.0,100000.0,39.0,30.0,12.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,49.0,33.0,17.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,160000.0,27.0,39.0,2.0,12.0
190000.0,80000.0,43.0,27.0,14.0,3.0
140000.0,195000.0,34.0,49.0,8.0,17.0
185000.0,115000.0,46.0,32.0,16.0,6.0
130000.0,135000.0,33.0,36.0,7.0,8.0
105000.0,65000.0,30.0,27.0,5.0,2.0
200000.0,190000.0,50.0,43.0,19.0,14.0
100000.0,140000.0,30.0,34.0,5.0,8.0
170000.0,185000.0,42.0,46.0,13.0,16.0
115000.0,130000.0,33.0,33.0,6.0,7.0
185000.0,105000.0,45.0,30.0,16.0,5.0
90000.0,200000.0,29.0,50.0,4.0,19.0
160000.0,100000.0,39.0,30.0,12.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,49.0,33.0,17.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,160000.0,27.0,39.0,2.0,12.0
190000.0,80000.0,43.0,27.0,14.0,3.0
140000.0,195000.0,34.0,49.0,8.0,17.0
185000.0,115000.0,46.0,32.0,16.0,6.0
130000.0,135000.0,33.0,36.0,7.0,8.0
105000.0,65000.0,30.0,27.0,5.0,2.0
200000.0,190000.0,50.0,43.0,19.0,14.0
100000.0,140000.0,30.0,34.0,5.0,8.0
170000.0,185000.0,42.0,46.0,13.0,16.0
115000.0,130000.0,33.0,33.0,6.0,7.0
185000.0,105000.0,45.0,30.0,16.0,5.0
90000.0,200000.0,29.0,50.0,4.0,19.0
160000.0,100000.0,39.0,30.0,12.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,49.0,33.0,17.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,160000.0,27.0,39.0,2.0,12.0
190000.0,80000.0,43.0,27.0,14.0,3.0
140000.0,195000.0,34.0,49.0,8.0,17.0
185000.0,115000.0,46.0,32.0,16.0,6.0
130000.0,135000.0,33.0,36.0,7.0,8.0
105000.0,65000.0,30.0,27.0,5.0,2.0
200000.0,190000.0,50.0,43.0,19.0,14.0
100000.0,140000.0,30.0,34.0,5.0,8.0
170000.0,185000.0,42.0,46.0,13.0,16.0
115000.0,130000.0,33.0,33.0,6.0,7.0
185000.0,105000.0,45.0,30.0,16.0,5.0
90000.0,200000.0,29.0,50.0,4.0,19.0
160000.0,100000.0,39.0,30.0,12.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,49.0,33.0,17.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,130000.0,27.0,31.0,2.0,8.0
190000.0,80000.0,43.0,27.0,14.0,3.0
140000.0,180000.0,34.0,43.0,8.0,15.0
185000.0,140000.0,46.0,35.0,16.0,8.0
130000.0,160000.0,33.0,42.0,7.0,12.0
105000.0,55000.0,30.0,28.0,5.0,2.0
200000.0,190000.0,50.0,44.0,19.0,16.0
100000.0,120000.0,30.0,32.0,5.0,7.0
170000.0,200000.0,42.0,48.0,13.0,18.0
115000.0,100000.0,33.0,30.0,6.0,5.0
185000.0,150000.0,45.0,34.0,16.0,9.0
90000.0,170000.0,29.0,37.0,4.0,11.0
130000.0,65000.0,31.0,26.0,8.0,2.0
80000.0,210000.0,27.0,49.0,3.0,19.0
180000.0,90000.0,43.0,29.0,15.0,4.0
140000.0,180000.0,35.0,41.0,8.0,14.0
160000.0,110000.0,42.0,31.0,12.0,6.0
55000.0,150000.0,28.0,37.0,2.0,10.0
190000.0,80000.0,44.0,27.0,16.0,3.0
120000.0,195000.0,32.0,50.0,7.0,18.0
200000.0,115000.0,48.0,32.0,18.0,6.0
100000.0,135000.0,30.0,36.0,5.0,8.0
150000.0,65000.0,34.0,27.0,9.0,2.0
170000.0,190000.0,37.0,43.0,11.0,14.0
65000.0,140000.0,26.0,34.0,2.0,8.0
210000.0,185000.0,49.0,46.0,19.0,16.0
90000.0,130000.0,29.0,33.0,4.0,7.0
180000.0,105000.0,41.0,30.0,14.0,5.0
110000.0,200000.0,31.0,50.0,6.0,19.0
150000.0,100000.0,37.0,30.0,10.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,50.0,33.0,18.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,160000.0,27.0,39.0,2.0,12.0
190000.0,80000.0,43.0,27.0,14.0,3.0
140000.0,195000.0,34.0,49.0,8.0,17.0
185000.0,115000.0,46.0,32.0,16.0,6.0
130000.0,135000.0,33.0,36.0,7.0,8.0
105000.0,65000.0,30.0,27.0,5.0,2.0
200000.0,190000.0,50.0,43.0,19.0,14.0
100000.0,140000.0,30.0,34.0,5.0,8.0
170000.0,185000.0,42.0,46.0,13.0,16.0
115000.0,130000.0,33.0,33.0,6.0,7.0
185000.0,105000.0,45.0,30.0,16.0,5.0
90000.0,200000.0,29.0,50.0,4.0,19.0
160000.0,100000.0,39.0,30.0,12.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,49.0,33.0,17.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,160000.0,27.0,39.0,2.0,12.0
190000.0,80000.0,43.0,27.0,14.0,3.0
140000.0,195000.0,34.0,49.0,8.0,17.0
185000.0,115000.0,46.0,32.0,16.0,6.0
130000.0,135000.0,33.0,36.0,7.0,8.0
105000.0,65000.0,30.0,27.0,5.0,2.0
200000.0,190000.0,50.0,43.0,19.0,14.0
100000.0,140000.0,30.0,34.0,5.0,8.0
170000.0,185000.0,42.0,46.0,13.0,16.0
115000.0,130000.0,33.0,33.0,6.0,7.0
185000.0,105000.0,45.0,30.0,16.0,5.0
90000.0,210000.0,29.0,50.0,4.0,20.0
160000.0,95000.0,39.0,31.0,12.0,6.0
80000.0,170000.0,27.0,39.0,3.0,11.0
195000.0,65000.0,49.0,27.0,17.0,2.0
115000.0,190000.0,32.0,44.0,6.0,16.0
135000.0,120000.0,36.0,32.0,8.0,7.0
65000.0,200000.0,27.0,48.0,2.0,19.0
190000.0,100000.0,43.0,30.0,14.0,5.0
140000.0,150000.0,34.0,34.0,8.0,9.0
185000.0,170000.0,46.0,37.0,16.0,11.0
130000.0,65000.0,33.0,26.0,7.0,2.0
105000.0,210000.0,30.0,49.0,5.0,19.0
210000.0,90000.0,50.0,29.0,20.0,4.0
95000.0,180000.0,31.0,41.0,6.0,14.0
170000.0,110000.0,39.0,31.0,11.0,6.0
65000.0,150000.0,27.0,37.0,2.0,10.0
190000.0,80000.0,44.0,27.0,16.0,3.0
120000.0,195000.0,32.0,50.0,7.0,18.0
200000.0,115000.0,48.0,32.0,19.0,6.0
100000.0,135000.0,30.0,36.0,5.0,8.0
150000.0,65000.0,34.0,27.0,9.0,2.0
170000.0,190000.0,37.0,43.0,11.0,14.0
65000.0,140000.0,26.0,34.0,2.0,8.0
210000.0,185000.0,49.0,46.0,19.0,16.0
90000.0,130000.0,29.0,33.0,4.0,7.0
180000.0,105000.0,41.0,30.0,14.0,5.0
110000.0,200000.0,31.0,50.0,6.0,19.0
150000.0,100000.0,37.0,30.0,10.0,5.0
80000.0,170000.0,27.0,42.0,3.0,13.0
195000.0,115000.0,50.0,33.0,18.0,6.0
115000.0,185000.0,32.0,45.0,6.0,16.0
135000.0,90000.0,36.0,29.0,8.0,4.0
65000.0,160000.0,27.0,39.0,2.0,12.0
190000.0,80000.0,43.0,27.0,14.0,3.0
140000.0,195000.0,34.0,49.0,8.0,17.0
185000.0,115000.0,46.0,32.0,16.0,6.0
130000.0,135000.0,33.0,36.0,7.0,8.0
105000.0,65000.0,30.0,27.0,5.0,2.0
200000.0,190000.0,50.0,43.0,19.0,14.0
100000.0,140000.0,30.0,34.0,5.0,8.0
170000.0,185000.0,42.0,46.0,13.0,16.0
115000.0,130000.0,33.0,33.0,6.0,7.0
185000.0,105000.0,45.0,30.0,16.0,5.0
90000.0,200000.0,29.0,50.0,4.0,19.0
160000.0,100000.0,39.0,30.0,12.0,5.0
